year,puan_alt,TYT,SAY
2025,500,1,1
2025,480,180,701
2025,460,2050,4715
2025,440,8163,12449
2025,420,21061,24779
2025,400,44193,40857
2025,380,79260,60085
2025,360,127655,81946
2025,340,193064,106251
2025,320,282276,134493
2025,300,404024,169418
2025,280,570335,213365
2025,260,794784,270804
2025,240,1073527,348345
2025,220,1379866,458302
2025,200,1686626,627659
2025,180,1977665,892884
2025,160,2210463,1149472
2025,140,2303695,1277493
2025,120,2310493,1291435
2025,100,2310579,1291531
