year,puan_alt,TYT,SAY
2022,500,1,1
2022,480,904,1336
2022,460,6963,7942
2022,440,21531,20134
2022,420,43782,35466
2022,400,73044,52525
2022,380,109614,71150
2022,360,155969,91711
2022,340,216201,114644
2022,320,297237,141257
2022,300,405646,173451
2022,280,554023,213695
2022,260,752024,264209
2022,240,1006285,329236
2022,220,1322261,415971
2022,200,1711044,543342
2022,180,2179831,752177
2022,160,2669686,1049953
2022,140,2891765,1336740
2022,120,2911204,1427872
2022,100,2911511,1429833
