year,puan_alt,TYT,SAY
2019,550,13,38
2019,530,511,1115
2019,510,2864,4396
2019,490,8207,10294
2019,470,17331,19003
2019,450,31259,30233
2019,430,49890,42984
2019,410,73539,57140
2019,390,103156,72780
2019,370,141125,90486
2019,350,190493,111459
2019,330,257830,136902
2019,310,350051,169327
2019,290,477587,211603
2019,270,651607,267417
2019,250,878790,343247
2019,230,1138028,445050
2019,210,1422466,480126
2019,190,1706214,484820
2019,170,1760281,484820
2019,150,1761392,484820
