year,puan_alt,TYT,SAY
2021,540,58,29
2021,520,364,367
2021,500,1394,1418
2021,480,3959,3690
2021,460,9931,8436
2021,440,21134,16540
2021,420,39326,28445
2021,400,64820,43527
2021,380,97628,60969
2021,360,138681,80844
2021,340,191627,103825
2021,320,262266,130568
2021,300,359457,163528
2021,280,494828,205047
2021,260,680067,258755
2021,240,911706,330595
2021,220,1163378,384317
2021,200,1453315,390096
2021,180,1618040,390132
2021,160,1627539,390132
